Date,Service Category,Marketing Channel,Season,Customer Type,Ad Spend,Conversions,Daily Revenue,Year,Month,Day,DayOfWeek,ROI,Profit,Conversion Rate
2024-07-02,Cupcake,Google Maps,Fall,Returning,66.94,10,325.76,2024,7,2,1,3.8664475649835675,258.82,0.14938751120406335
2025-04-15,Cookie,Instagram,Winter,New,107.42,2,10.66,2025,4,15,1,-0.900763358778626,-96.76,0.01861850679575498
2025-03-04,Cake,Google Maps,Fall,New,166.78,1,19.14,2025,3,4,1,-0.8852380381340688,-147.64,0.00599592277251469
2024-07-11,Bread,Google Maps,Fall,Returning,16.04,8,222.62,2024,7,11,3,12.879052369077309,206.58,0.49875311720698257
2024-08-22,Cookie,In-store Promo,Winter,Returning,19.38,4,81.88,2024,8,22,3,3.2249742002063986,62.5,0.2063983488132095
2024-10-21,Bread,Instagram,Summer,Returning,44.41,1,27.27,2024,10,21,0,-0.3859491105606845,-17.139999999999997,0.022517451024544024
2024-09-19,Cupcake,Google Maps,Spring,New,126.05,7,280.38,2024,9,19,3,1.2243554145180482,154.32999999999998,0.055533518445061485
2024-10-02,Cookie,Google Maps,Summer,New,91.78,4,130.81,2024,10,2,2,0.4252560470690782,39.03,0.043582479843103074
2024-12-04,Bread,Google Maps,Winter,Returning,22.09,9,242.72,2024,12,4,2,9.987777274784971,220.63,0.4074241738343142
2024-05-26,Cake,In-store Promo,Spring,Returning,128.46,9,200.71,2024,5,26,6,0.5624318854118013,72.25,0.07006071929005138
2025-01-01,Cookie,Local Magazine,Spring,Returning,47.83,6,298.08,2025,1,1,2,5.2320719213882505,250.25,0.1254442818314865
2024-08-06,Cupcake,In-store Promo,Winter,Returning,177.16,3,101.13,2024,8,6,1,-0.42916008128245653,-76.03,0.01693384511176338
2024-09-27,Cookie,Instagram,Spring,New,195.09,9,292.04,2024,9,27,4,0.4969501255830643,96.95000000000002,0.04613255420575119
2024-09-20,Cake,In-store Promo,Spring,New,163.32,7,300.16,2024,9,20,4,0.837864315454323,136.84000000000003,0.04286064168503551
2024-07-09,Cupcake,Instagram,Fall,Returning,102.13,9,356.67,2024,7,9,1,2.492313717810634,254.54000000000002,0.08812298051502987
2024-06-11,Cupcake,Instagram,Summer,Returning,56.16,8,155.67,2024,6,11,1,1.7719017094017093,99.50999999999999,0.14245014245014245
2024-11-19,Cake,In-store Promo,Fall,New,41.75,1,7.91,2024,11,19,1,-0.8105389221556887,-33.84,0.023952095808383235
2025-03-12,Cookie,Instagram,Fall,Returning,113.94,2,98.39,2025,3,12,2,-0.1364753378971388,-15.549999999999997,0.017553098121818503
2024-10-07,Bread,Instagram,Summer,New,155.22,4,26.63,2024,10,7,0,-0.8284370570802732,-128.59,0.025769875016106173
2024-06-12,Bread,Google Maps,Summer,Returning,47.82,9,172.34,2024,6,12,2,2.6039314094521124,124.52000000000001,0.18820577164366373
2025-01-12,Cake,Instagram,Spring,New,168.46,8,265.54,2025,1,12,6,0.5762792354268076,97.08000000000001,0.047489018164549444
2024-08-22,Cupcake,Instagram,Winter,Returning,31.57,10,297.59,2024,8,22,3,8.426354133671206,266.02,0.31675641431738993
2024-10-14,Cookie,Google Maps,Summer,New,138.56,6,260.49,2024,10,14,0,0.8799797921478061,121.93,0.04330254041570439
2024-07-19,Cake,Instagram,Fall,New,199.43,4,111.15,2024,7,19,4,-0.44266158551872836,-88.28,0.02005716291430577
2024-10-13,Cake,Google Maps,Summer,New,85.49,2,45.21,2024,10,13,6,-0.4711662182711428,-40.279999999999994,0.023394549070066675
2025-02-22,Cake,Instagram,Summer,Returning,114.49,10,373.74,2025,2,22,5,2.2643899030483015,259.25,0.08734387282732117
2024-08-29,Cupcake,Instagram,Winter,Returning,66.13,1,35.14,2024,8,29,3,-0.46862241040375013,-30.989999999999995,0.015121729925903524
2024-06-04,Bread,In-store Promo,Summer,New,162.85,7,336.59,2024,6,4,1,1.0668713540067547,173.73999999999998,0.04298434141848327
2025-03-20,Bread,Local Magazine,Fall,Returning,159.04,2,81.9,2025,3,20,3,-0.48503521126760557,-77.13999999999999,0.012575452716297788
2024-10-22,Cupcake,Google Maps,Summer,Returning,46.68,8,305.0,2024,10,22,1,5.533847472150814,258.32,0.1713796058269066
2024-06-14,Bread,Instagram,Summer,New,63.29,6,68.12,2024,6,14,4,0.07631537367672626,4.830000000000005,0.09480170643071575
2024-08-09,Cookie,In-store Promo,Winter,New,167.77,2,51.6,2024,8,9,4,-0.6924360731954462,-116.17000000000002,0.011921082434285033
2024-07-02,Bread,Google Maps,Fall,New,86.33,4,82.13,2024,7,2,1,-0.04865052704737638,-4.200000000000003,0.046333835283215566
2025-01-09,Cupcake,Local Magazine,Spring,Returning,42.96,10,215.74,2025,1,9,3,4.021880819366853,172.78,0.23277467411545624
2024-11-19,Cake,In-store Promo,Fall,New,42.64,4,53.1,2024,11,19,1,0.2453095684803002,10.46,0.09380863039399624
2025-04-18,Cake,Local Magazine,Winter,New,134.11,2,53.96,2025,4,18,4,-0.5976437253001268,-80.15,0.014913131011855938
2024-06-15,Cookie,Instagram,Summer,Returning,160.38,1,14.66,2024,6,15,5,-0.908592093777279,-145.72,0.006235191420376606
2024-07-27,Cupcake,Local Magazine,Fall,New,19.45,2,88.69,2024,7,27,5,3.5598971722365036,69.24,0.10282776349614396
2024-08-27,Cupcake,Local Magazine,Winter,New,180.1,2,72.27,2024,8,27,1,-0.5987229317046086,-107.83,0.01110494169905608
2024-12-15,Cake,Google Maps,Winter,New,117.03,2,38.12,2024,12,15,6,-0.6742715543023156,-78.91,0.01708963513628984
2024-05-31,Bread,In-store Promo,Spring,New,86.57,3,85.84,2024,5,31,4,-0.008432482384197642,-0.7299999999999898,0.03465403719533326
2025-04-28,Cupcake,Google Maps,Winter,Returning,13.99,7,222.88,2025,4,28,0,14.931379556826304,208.89,0.5003573981415297
2024-05-06,Bread,In-store Promo,Spring,Returning,45.62,5,79.52,2024,5,6,0,0.7430951337132836,33.9,0.10960105217010084
2024-11-09,Cupcake,Local Magazine,Fall,New,44.6,7,204.35,2024,11,9,5,3.5818385650224216,159.75,0.1569506726457399
2024-11-18,Bread,Local Magazine,Fall,Returning,179.87,3,22.56,2024,11,18,0,-0.8745760827264135,-157.31,0.016678712403402456
2025-01-15,Cupcake,Local Magazine,Spring,New,180.33,8,155.9,2025,1,15,2,-0.13547385349082242,-24.430000000000007,0.04436311207231187
2025-04-12,Bread,Instagram,Winter,Returning,158.85,6,88.37,2025,4,12,5,-0.4436890147938306,-70.47999999999999,0.03777148253068933
2024-08-15,Cookie,Google Maps,Winter,Returning,80.56,7,161.51,2024,8,15,3,1.0048411122144982,80.94999999999999,0.08689175769612711
2025-04-07,Cake,In-store Promo,Winter,New,84.9,9,111.41,2025,4,7,0,0.3122497055359245,26.50999999999999,0.10600706713780918
2024-07-13,Cookie,Local Magazine,Fall,New,29.88,5,206.16,2024,7,13,5,5.899598393574298,176.28,0.16733601070950468
2024-10-30,Cake,In-store Promo,Summer,Returning,161.76,7,188.01,2024,10,30,2,0.16227744807121663,26.25,0.04327398615232443
2025-02-01,Cookie,Google Maps,Summer,New,122.39,5,169.9,2025,2,1,5,0.3881853092572923,47.510000000000005,0.04085301086690089
2024-11-19,Bread,Instagram,Fall,Returning,122.49,2,93.15,2024,11,19,1,-0.23952975753122696,-29.33999999999999,0.016327863499061148
2024-07-18,Cupcake,Google Maps,Fall,Returning,84.08,2,20.31,2024,7,18,3,-0.7584443387250237,-63.769999999999996,0.02378686964795433
2024-11-21,Bread,Google Maps,Fall,New,11.18,10,474.46,2024,11,21,3,41.43828264758497,463.28,0.8944543828264758
2024-10-02,Bread,Local Magazine,Summer,Returning,197.82,2,59.89,2024,10,2,2,-0.6972500252755031,-137.93,0.01011020119300374
2024-07-10,Bread,In-store Promo,Fall,New,141.2,9,160.6,2024,7,10,2,0.13739376770538247,19.400000000000006,0.06373937677053824
2024-06-25,Cookie,Instagram,Summer,New,82.2,9,238.62,2024,6,25,1,1.9029197080291973,156.42000000000002,0.1094890510948905
2025-01-17,Cake,Local Magazine,Spring,Returning,36.93,4,183.63,2025,1,17,4,3.9723801787164903,146.7,0.1083130246412131
2024-06-01,Cake,Local Magazine,Summer,New,153.47,7,279.7,2024,6,1,5,0.8225060272365934,126.22999999999999,0.04561152016680785
2025-01-11,Cupcake,Google Maps,Spring,Returning,102.63,1,31.82,2025,1,11,5,-0.6899542044236578,-70.81,0.009743739647276626
2024-10-04,Bread,In-store Promo,Summer,Returning,142.78,4,149.97,2024,10,4,4,0.05035719288415743,7.189999999999998,0.028015128169211374
2024-08-17,Bread,Instagram,Winter,New,116.57,6,215.43,2024,8,17,5,0.8480741185553746,98.86000000000001,0.051471219010036894
2024-05-21,Cupcake,In-store Promo,Spring,Returning,24.28,9,403.98,2024,5,21,1,15.63838550247117,379.70000000000005,0.37067545304777594
2024-11-07,Cupcake,Instagram,Fall,Returning,87.75,9,281.35,2024,11,7,3,2.2062678062678067,193.60000000000002,0.10256410256410256
2024-12-07,Cookie,Instagram,Winter,Returning,120.58,8,379.45,2024,12,7,5,2.1468734450157574,258.87,0.06634599436059048
2025-01-25,Bread,In-store Promo,Spring,Returning,136.96,2,63.41,2025,1,25,5,-0.5370181074766356,-73.55000000000001,0.014602803738317757
2024-12-29,Bread,Local Magazine,Winter,New,148.76,5,116.77,2024,12,29,6,-0.21504436676525945,-31.989999999999995,0.03361118580263512
2025-01-31,Bread,Google Maps,Spring,Returning,22.97,4,115.55,2025,1,31,4,4.030474531998259,92.58,0.174140182847192
2025-03-03,Bread,Local Magazine,Fall,New,91.65,5,168.22,2025,3,3,0,0.8354609929078013,76.57,0.05455537370430987
2025-02-15,Cookie,Local Magazine,Summer,New,49.87,10,430.45,2025,2,15,5,7.63144174854622,380.58,0.20052135552436334
2024-10-03,Bread,In-store Promo,Summer,New,138.88,8,369.14,2024,10,3,3,1.6579781105990783,230.26,0.0576036866359447
2025-01-04,Cake,Instagram,Spring,New,166.58,2,37.35,2025,1,4,5,-0.7757834073718334,-129.23000000000002,0.012006243246488173
2024-07-05,Cookie,Google Maps,Fall,Returning,40.39,4,197.03,2024,7,5,4,3.8781876702153997,156.64,0.09903441445902451
2024-10-28,Cookie,Local Magazine,Summer,New,190.65,9,357.89,2024,10,28,0,0.8772095462890112,167.23999999999998,0.047206923682140044
2025-04-23,Cupcake,Local Magazine,Winter,Returning,196.44,1,30.43,2025,4,23,2,-0.8450926491549582,-166.01,0.005090612909794339
2024-05-13,Cake,In-store Promo,Spring,Returning,12.78,2,74.05,2024,5,13,0,4.794209702660407,61.269999999999996,0.1564945226917058
2025-01-28,Cake,Local Magazine,Spring,Returning,38.62,4,131.52,2025,1,28,1,2.4054893837389955,92.9,0.1035732780942517
2024-12-06,Bread,In-store Promo,Winter,New,72.37,9,346.65,2024,12,6,4,3.7899682188752237,274.28,0.12436092303440652
2025-01-07,Cupcake,Instagram,Spring,New,10.42,5,150.36,2025,1,7,1,13.429942418426107,139.94000000000003,0.4798464491362764
2024-12-27,Cake,Instagram,Winter,New,144.52,3,44.4,2024,12,27,4,-0.6927760863548298,-100.12,0.02075837254359258
2025-01-27,Cookie,In-store Promo,Spring,New,84.51,9,95.79,2025,1,27,0,0.13347532836350728,11.280000000000001,0.10649627263045792
2025-02-21,Bread,In-store Promo,Summer,New,94.11,7,135.96,2025,2,21,4,0.44469238125597715,41.85000000000001,0.07438104345978111
2024-12-14,Bread,In-store Promo,Winter,New,82.27,1,24.19,2024,12,14,5,-0.7059681536404522,-58.08,0.012155099064057373
2024-11-06,Cake,Google Maps,Fall,Returning,190.99,7,241.3,2024,11,6,2,0.26341693282370804,50.31,0.03665113356720247
2025-01-11,Cookie,In-store Promo,Spring,New,43.89,10,499.41,2025,1,11,5,10.378673957621327,455.52000000000004,0.22784233310549099
2024-11-05,Cupcake,Google Maps,Fall,New,192.85,1,36.24,2024,11,5,1,-0.8120819289603318,-156.60999999999999,0.005185377236193933
2025-01-14,Cake,Google Maps,Spring,Returning,132.51,10,453.54,2025,1,14,1,2.422685080371293,321.03000000000003,0.0754660025658441
2024-10-17,Cupcake,Instagram,Summer,New,100.3,3,68.87,2024,10,17,3,-0.3133599202392821,-31.429999999999993,0.029910269192422734
2024-11-05,Cake,In-store Promo,Fall,Returning,155.54,9,442.46,2024,11,5,1,1.8446701813038444,286.91999999999996,0.05786292915005787
2024-10-10,Bread,Google Maps,Summer,New,53.15,1,34.81,2024,10,10,3,-0.3450611476952022,-18.339999999999996,0.018814675446848544
2024-06-06,Cookie,Google Maps,Summer,New,185.49,8,266.51,2024,6,6,3,0.43678904523154877,81.01999999999998,0.04312900965011591
2024-10-30,Cake,Local Magazine,Summer,Returning,104.63,9,377.89,2024,10,30,2,2.611679250692918,273.26,0.08601739462869158
2024-10-08,Cookie,Local Magazine,Summer,Returning,131.76,3,74.81,2024,10,8,1,-0.4322252580449301,-56.94999999999999,0.02276867030965392
2024-06-14,Cookie,In-store Promo,Summer,New,106.57,9,269.85,2024,6,14,4,1.532138500516093,163.28000000000003,0.08445153420287135
2025-01-30,Cookie,In-store Promo,Spring,New,69.09,5,185.42,2025,1,30,3,1.683745838761036,116.32999999999998,0.07236937328122738
2025-01-01,Bread,In-store Promo,Spring,New,191.95,8,172.75,2025,1,1,2,-0.10002604845011716,-19.19999999999999,0.04167752018754884
2024-05-17,Cookie,Google Maps,Spring,New,193.11,7,182.4,2024,5,17,4,-0.055460618300450557,-10.710000000000008,0.03624877013101341
2024-10-30,Cake,Google Maps,Summer,Returning,73.94,4,118.71,2024,10,30,2,0.6054909385988639,44.769999999999996,0.05409791723018664
2025-01-07,Cake,In-store Promo,Spring,Returning,72.91,7,49.43,2025,1,7,1,-0.3220408723083253,-23.479999999999997,0.09600877794541215
2025-02-21,Bread,Instagram,Summer,Returning,157.48,2,60.07,2025,2,21,4,-0.6185547371094743,-97.41,0.012700025400050802
2024-08-21,Cake,Local Magazine,Winter,Returning,88.78,2,15.29,2024,8,21,2,-0.8277765262446498,-73.49000000000001,0.022527596305474205
2024-08-10,Cupcake,In-store Promo,Winter,Returning,190.59,2,87.42,2024,8,10,5,-0.5413190618605384,-103.17,0.010493729996327195
2025-04-27,Cake,Local Magazine,Winter,New,81.61,9,371.63,2025,4,27,6,3.55373116039701,290.02,0.11028060286729567
2024-08-13,Cake,Local Magazine,Winter,New,38.17,5,226.83,2024,8,13,1,4.9426250982446955,188.66000000000003,0.13099292638197538
2024-12-03,Cupcake,Local Magazine,Winter,New,74.81,9,287.59,2024,12,3,1,2.8442721561288593,212.77999999999997,0.12030477208929287
2024-10-20,Bread,Google Maps,Summer,New,139.03,2,29.05,2024,10,20,6,-0.7910522908724736,-109.98,0.01438538444939941
2025-03-11,Bread,In-store Promo,Fall,Returning,77.74,2,62.02,2025,3,11,1,-0.2022125032158476,-15.719999999999992,0.02572678157962439
2024-05-03,Cookie,Google Maps,Spring,New,58.29,4,22.1,2024,5,3,4,-0.620861211185452,-36.19,0.0686224052153028
2025-03-17,Cookie,Instagram,Fall,New,173.27,1,39.06,2025,3,17,0,-0.7745714780400531,-134.21,0.005771339527904426
2024-05-26,Cookie,Instagram,Spring,New,55.7,2,85.44,2024,5,26,6,0.5339317773788149,29.739999999999995,0.03590664272890485
2024-10-15,Cookie,Google Maps,Summer,Returning,122.01,1,26.51,2024,10,15,1,-0.782722727645275,-95.5,0.008196049504139005
2025-01-09,Cookie,Instagram,Spring,New,147.29,6,91.05,2025,1,9,3,-0.38183176047253714,-56.239999999999995,0.04073596306606016
2025-04-15,Cake,In-store Promo,Winter,Returning,68.32,9,262.4,2025,4,15,1,2.8407494145199066,194.07999999999998,0.13173302107728338
2024-08-07,Bread,Instagram,Winter,New,181.88,7,204.22,2024,8,7,2,0.12282823839894438,22.340000000000003,0.03848691444908731
2025-02-04,Cake,Instagram,Summer,New,190.21,1,49.16,2025,2,4,1,-0.7415488144682194,-141.05,0.005257347142631828
2025-01-19,Cake,Instagram,Spring,New,128.14,7,209.46,2025,1,19,6,0.6346183861401594,81.32000000000002,0.05462775089745591
2025-01-05,Cookie,In-store Promo,Spring,Returning,57.38,4,43.58,2025,1,5,6,-0.24050191704426635,-13.800000000000004,0.06971070059254095
2024-09-23,Cake,Instagram,Spring,Returning,92.43,5,185.45,2024,9,23,0,1.006383208914854,93.01999999999998,0.05409499080385156
2024-11-14,Bread,In-store Promo,Fall,New,14.57,9,435.6,2024,11,14,3,28.897048730267674,421.03000000000003,0.6177076183939602
2024-08-05,Cookie,Local Magazine,Winter,Returning,179.21,4,124.48,2024,8,5,0,-0.30539590424641483,-54.730000000000004,0.022320183025500807
2024-12-04,Cookie,In-store Promo,Winter,Returning,22.55,9,58.69,2024,12,4,2,1.602660753880266,36.14,0.3991130820399113
2025-04-28,Cookie,Local Magazine,Winter,Returning,21.68,8,163.03,2025,4,28,0,6.519833948339484,141.35,0.36900369003690037
2024-09-11,Cake,Instagram,Spring,Returning,148.81,2,24.99,2024,9,11,2,-0.8320677373832404,-123.82000000000001,0.013439956992137625
2024-07-14,Cupcake,In-store Promo,Fall,Returning,83.29,5,65.23,2024,7,14,6,-0.21683275303157643,-18.060000000000002,0.060031216232440864
2025-02-26,Bread,In-store Promo,Summer,Returning,166.38,8,159.8,2025,2,26,2,-0.03954802259886996,-6.579999999999984,0.04808270224786633
2024-09-20,Bread,Instagram,Spring,Returning,14.37,6,196.79,2024,9,20,4,12.694502435629785,182.42,0.41753653444676414
2024-09-20,Cake,Google Maps,Spring,Returning,63.99,5,82.31,2024,9,20,4,0.2862947335521175,18.32,0.0781372089388967
2024-07-22,Cookie,In-store Promo,Fall,Returning,76.82,5,216.98,2024,7,22,0,1.8245248633168447,140.16,0.06508721687060662
2024-05-06,Cookie,Instagram,Spring,Returning,118.07,9,172.13,2024,5,6,0,0.4578639789955112,54.06,0.07622596764631151
2024-08-07,Cupcake,Local Magazine,Winter,New,99.83,10,466.81,2024,8,7,2,3.6760492837824303,366.98,0.10017028949213663
2024-11-08,Cookie,Instagram,Fall,New,22.74,4,125.53,2024,11,8,4,4.520228671943712,102.79,0.1759014951627089
2024-10-31,Cake,Instagram,Summer,Returning,142.3,6,169.5,2024,10,31,3,0.19114546732255788,27.19999999999999,0.04216444132115249
2024-09-03,Cupcake,Google Maps,Spring,New,75.48,6,168.32,2024,9,3,1,1.2299947005829357,92.83999999999999,0.0794912559618442
2024-09-14,Cookie,Google Maps,Spring,Returning,21.9,10,216.4,2024,9,14,5,8.881278538812786,194.5,0.4566210045662101
2025-01-09,Bread,In-store Promo,Spring,New,43.4,2,85.3,2025,1,9,3,0.9654377880184332,41.9,0.04608294930875576
2024-10-17,Cake,Instagram,Summer,Returning,18.94,2,97.61,2024,10,17,3,4.15364308342133,78.67,0.10559662090813093
2025-03-21,Cookie,Local Magazine,Fall,Returning,199.69,7,173.88,2025,3,21,4,-0.12925033802393712,-25.810000000000002,0.03505433421803796
2024-10-17,Bread,Instagram,Summer,Returning,123.08,4,107.77,2024,10,17,3,-0.12439064023399417,-15.310000000000002,0.032499187520311994
2024-05-11,Cake,Google Maps,Spring,New,77.66,10,456.69,2024,5,11,5,4.880633530775174,379.03,0.12876641771825909
2025-02-21,Cupcake,In-store Promo,Summer,New,185.51,9,366.59,2025,2,21,4,0.9761198857204463,181.07999999999998,0.048514904856881036
2024-10-22,Cookie,Instagram,Summer,Returning,172.41,8,398.88,2024,10,22,1,1.3135548982077605,226.47,0.046401020822458096
2024-07-07,Cookie,Local Magazine,Fall,Returning,49.64,1,27.12,2024,7,7,6,-0.4536663980660757,-22.52,0.020145044319097503
2025-04-04,Bread,Google Maps,Winter,New,198.77,1,31.65,2025,4,4,4,-0.8407707400513156,-167.12,0.005030940282738844
2024-05-25,Cupcake,Local Magazine,Spring,Returning,152.89,2,28.78,2024,5,25,5,-0.8117600889528419,-124.10999999999999,0.013081300281247958
2024-10-03,Cupcake,Local Magazine,Summer,New,20.39,3,48.9,2024,10,3,3,1.3982344286414907,28.509999999999998,0.14713094654242276
2025-03-09,Cupcake,Local Magazine,Fall,Returning,82.06,9,364.69,2025,3,9,6,3.444187180112113,282.63,0.10967584694126249
2024-08-14,Cookie,In-store Promo,Winter,Returning,12.1,6,288.8,2024,8,14,2,22.867768595041323,276.7,0.49586776859504134
2024-09-01,Cookie,In-store Promo,Spring,New,173.85,9,376.29,2024,9,1,6,1.1644521138912858,202.44000000000003,0.051768766177739435
2025-03-30,Cookie,Local Magazine,Fall,New,44.34,5,177.58,2025,3,30,6,3.0049616599007667,133.24,0.11276499774470003
2024-10-26,Bread,Google Maps,Summer,New,27.31,1,12.97,2024,10,26,5,-0.5250823874038814,-14.339999999999998,0.03661662394727206
2024-11-04,Cake,Instagram,Fall,New,50.63,9,277.96,2024,11,4,0,4.490025676476397,227.32999999999998,0.17776022121271973
2024-09-18,Cake,Google Maps,Spring,Returning,104.35,4,195.49,2024,9,18,2,0.8734068040249163,91.14000000000001,0.03833253473885961
2024-08-17,Cookie,Google Maps,Winter,New,63.18,10,305.63,2024,8,17,5,3.837448559670782,242.45,0.15827793605571383
2025-01-29,Cookie,In-store Promo,Spring,Returning,160.24,5,237.28,2025,1,29,2,0.48077883175237135,77.03999999999999,0.031203195207189213
2024-06-03,Cake,In-store Promo,Summer,New,197.53,7,192.13,2024,6,3,0,-0.027337619602085788,-5.400000000000006,0.0354376550397408
2024-06-10,Cookie,Instagram,Summer,Returning,136.04,5,188.47,2024,6,10,0,0.38540135254336966,52.43000000000001,0.03675389591296677
2024-09-24,Bread,Google Maps,Spring,New,59.2,1,6.05,2024,9,24,1,-0.8978040540540541,-53.150000000000006,0.01689189189189189
2025-03-14,Cookie,In-store Promo,Fall,Returning,80.06,2,62.78,2025,3,14,4,-0.2158381214089433,-17.28,0.02498126405196103
2025-01-31,Cookie,Google Maps,Spring,New,156.59,9,337.8,2025,1,31,4,1.1572258764927519,181.21,0.05747493454243566
2025-02-15,Cookie,Google Maps,Summer,Returning,135.59,7,292.95,2025,2,15,5,1.1605575632421268,157.35999999999999,0.05162622612287042
2024-09-29,Bread,In-store Promo,Spring,Returning,53.16,5,138.59,2024,9,29,6,1.6070353649360423,85.43,0.09405568096313018
2024-08-18,Cupcake,Instagram,Winter,Returning,107.85,5,219.54,2024,8,18,6,1.035605006954103,111.69,0.04636068613815485
2024-07-23,Cupcake,Local Magazine,Fall,New,141.5,2,95.91,2024,7,23,1,-0.3221908127208481,-45.59,0.014134275618374558
2024-11-03,Cake,Google Maps,Fall,Returning,66.31,10,160.81,2024,11,3,6,1.425124415623586,94.5,0.15080681646810434
2024-08-12,Cake,Instagram,Winter,Returning,104.54,9,106.55,2024,8,12,0,0.01922709010904908,2.009999999999991,0.08609144824947389
2024-05-05,Cupcake,Local Magazine,Spring,Returning,108.99,8,377.3,2024,5,5,6,2.4617854849068723,268.31,0.07340122947059363
2025-04-25,Cake,Local Magazine,Winter,Returning,39.45,2,81.62,2025,4,25,4,1.0689480354879595,42.17,0.050697084917617236
2024-12-25,Bread,Local Magazine,Winter,Returning,96.87,2,50.1,2024,12,25,2,-0.482812016104057,-46.77,0.020646226902033653
2024-07-27,Bread,Local Magazine,Fall,Returning,152.83,4,136.33,2024,7,27,5,-0.10796309625073611,-16.5,0.02617287181836027
2024-08-06,Cake,Google Maps,Winter,New,68.02,9,414.94,2024,8,6,1,5.1002646280505735,346.92,0.1323140252866804
2024-12-08,Cookie,Instagram,Winter,Returning,128.95,3,116.33,2024,12,8,6,-0.09786739046141908,-12.61999999999999,0.02326483132997286
2024-05-12,Cupcake,Google Maps,Spring,New,38.08,8,151.12,2024,5,12,6,2.9684873949579833,113.04,0.21008403361344538
2024-05-25,Cookie,Google Maps,Spring,Returning,17.93,1,48.28,2024,5,25,5,1.6926938092582264,30.35,0.055772448410485224
2025-03-31,Cupcake,Google Maps,Fall,New,197.78,2,61.59,2025,3,31,0,-0.6885933865911619,-136.19,0.010112245929821012
2024-07-29,Cake,In-store Promo,Fall,Returning,47.08,1,28.39,2024,7,29,0,-0.3969838572642311,-18.689999999999998,0.021240441801189464
2024-05-10,Cookie,Google Maps,Spring,Returning,174.02,6,293.83,2024,5,10,4,0.6884840822893918,119.80999999999997,0.03447879554074244
2024-06-23,Bread,Google Maps,Summer,Returning,131.21,3,82.69,2024,6,23,6,-0.36978888804207,-48.52000000000001,0.022864110967151893
2025-04-08,Bread,Local Magazine,Winter,Returning,36.6,5,31.01,2025,4,8,1,-0.15273224043715847,-5.59,0.13661202185792348
2024-06-28,Cookie,Instagram,Summer,Returning,29.22,5,220.45,2024,6,28,4,6.544490075290897,191.23,0.17111567419575635
2025-01-30,Cake,Local Magazine,Spring,Returning,154.62,5,116.41,2025,1,30,3,-0.24712197645841422,-38.21000000000001,0.03233734316388565
2025-02-02,Cake,In-store Promo,Summer,Returning,66.38,2,25.76,2025,2,2,6,-0.6119313046098221,-40.61999999999999,0.030129557095510698
2024-10-02,Cookie,Google Maps,Summer,Returning,47.74,4,165.57,2024,10,2,2,2.4681608713866776,117.82999999999998,0.0837871805613741
2025-04-16,Bread,Google Maps,Winter,New,20.67,5,61.0,2025,4,16,2,1.951136913401064,40.33,0.24189646831156264
2024-05-03,Cookie,Local Magazine,Spring,Returning,57.28,10,194.72,2024,5,3,4,2.399441340782123,137.44,0.17458100558659218
2024-10-25,Bread,Local Magazine,Summer,Returning,64.76,3,124.63,2024,10,25,4,0.9244904261890053,59.86999999999999,0.04632489190858554
2024-11-19,Cookie,Local Magazine,Fall,Returning,125.58,8,136.13,2024,11,19,1,0.08401019270584485,10.549999999999997,0.0637044115304985
2024-10-01,Cake,Local Magazine,Summer,Returning,124.35,3,134.24,2024,10,1,1,0.07953357458785698,9.890000000000015,0.024125452352231607
2024-12-04,Cookie,Local Magazine,Winter,Returning,178.39,3,101.43,2024,12,4,2,-0.43141431694601706,-76.95999999999998,0.016817086159538093
2025-04-29,Cupcake,Instagram,Winter,New,45.2,3,86.42,2025,4,29,1,0.9119469026548672,41.22,0.0663716814159292
2024-10-30,Bread,Instagram,Summer,Returning,136.66,10,460.58,2024,10,30,2,2.3702619639982436,323.91999999999996,0.07317430118542369
2025-01-23,Cake,Google Maps,Spring,New,157.04,1,27.26,2025,1,23,3,-0.826413652572593,-129.78,0.006367804381049415
2024-07-05,Cake,Instagram,Fall,Returning,19.65,6,117.82,2024,7,5,4,4.995928753180661,98.16999999999999,0.3053435114503817
2024-10-27,Cupcake,Local Magazine,Summer,New,46.85,4,137.31,2024,10,27,6,1.9308431163287088,90.46000000000001,0.08537886872998933
2024-09-18,Cake,Google Maps,Spring,Returning,55.4,1,28.91,2024,9,18,2,-0.4781588447653429,-26.49,0.018050541516245487
2024-09-08,Cake,Google Maps,Spring,New,14.13,2,38.77,2024,9,8,6,1.7438075017692851,24.64,0.14154281670205238
2024-06-15,Cupcake,Local Magazine,Summer,New,102.26,10,329.58,2024,6,15,5,2.2229610796010166,227.32,0.09778994719342851
2024-10-08,Cake,In-store Promo,Summer,Returning,183.5,3,130.71,2024,10,8,1,-0.28768392370572204,-52.78999999999999,0.01634877384196185
2025-02-19,Cookie,Instagram,Summer,New,13.45,1,38.53,2025,2,19,2,1.8646840148698887,25.080000000000002,0.07434944237918216
2024-12-03,Cupcake,Local Magazine,Winter,Returning,92.89,1,32.79,2024,12,3,1,-0.6470018301216492,-60.1,0.010765421466250404
2025-03-09,Cake,Local Magazine,Fall,New,138.1,1,26.87,2025,3,9,6,-0.8054308472121651,-111.22999999999999,0.00724112961622013
2024-10-03,Cookie,In-store Promo,Summer,New,28.06,3,107.24,2024,10,3,3,2.8218104062722738,79.17999999999999,0.10691375623663578
